,Frame,Ball Location,PlayerDicts
38,38,[[6779.4204 6855.7085]],"{0: {'kitColor': [230.72575, 232.13268, 223.98105], 'location': [5492.6743, 4671.334]}, 1: {'kitColor': [144.59355, 229.6, 171.77097], 'location': [7163.4126, 6093.902]}, 2: {'kitColor': [231.7945, 235.36229, 226.8983], 'location': [5787.4307, 2033.5565]}, 3: {'kitColor': [237.5008, 236.46614, 223.01732], 'location': [8317.531, 4364.311]}, 4: {'kitColor': [157.6129, 238.7276, 181.819], 'location': [7494.327, 3255.343]}, 5: {'kitColor': [221.99448, 225.04973, 210.43095], 'location': [8499.759, 3273.6567]}, 6: {'kitColor': [215.4638, 220.06285, 217.94191], 'location': [5624.273, 6341.02]}, 7: {'kitColor': [222.29344, 223.70656, 210.32478], 'location': [6964.209, 3961.1924]}, 8: {'kitColor': [144.2122, 225.79532, 171.11174], 'location': [6343.827, 6079.313]}, 9: {'kitColor': [200.56567, 200.8351, 186.91275], 'location': [6890.941, 6938.5195]}, 10: {'kitColor': [145.86966, 235.74034, 181.81264], 'location': [5813.4966, 4531.5127]}, 11: {'kitColor': [151.38197, 233.55075, 172.8439], 'location': [7523.262, 4657.999]}, 12: {'kitColor': [151.83357, 239.98476, 175.47018], 'location': [8582.161, 3961.5073]}, 13: {'kitColor': [213.90198, 212.86353, 194.29776], 'location': [7527.739, 6347.595]}, 14: {'kitColor': [140.42142, 229.7832, 167.66396], 'location': [8652.83, 4675.6304]}, 15: {'kitColor': [227.40514, 229.48874, 216.94212], 'location': [8194.5, 543.2348]}, 16: {'kitColor': [155.60295, 234.69707, 175.75882], 'location': [8508.563, 2457.4097]}, 17: {'kitColor': [136.84055, 225.77084, 166.1202], 'location': [8259.145, 6542.9556]}, 18: {'kitColor': [229.60243, 230.55983, 219.98682], 'location': [6570.407, 5802.55]}, 19: {'kitColor': [150.74686, 224.62196, 172.40402], 'location': [7301.0215, 6890.5493]}}"
39,39,[[6754.2427 6851.367 ]],"{0: {'kitColor': [231.74748, 232.73518, 224.32513], 'location': [5490.077, 4661.599]}, 1: {'kitColor': [144.51253, 229.83612, 171.98225], 'location': [7152.7227, 6096.3623]}, 2: {'kitColor': [156.12585, 239.02586, 180.89482], 'location': [7493.471, 3262.2192]}, 3: {'kitColor': [140.08907, 227.1883, 166.7939], 'location': [8639.593, 4716.035]}, 4: {'kitColor': [229.5324, 234.81783, 225.11742], 'location': [5793.7, 2035.3765]}, 5: {'kitColor': [222.5, 224.6854, 211.58147], 'location': [8495.124, 3283.196]}, 6: {'kitColor': [236.0503, 234.27744, 220.64023], 'location': [8310.5625, 4373.2983]}, 7: {'kitColor': [151.81944, 235.76515, 174.04292], 'location': [7511.913, 4682.3423]}, 8: {'kitColor': [223.48776, 225.71942, 210.90071], 'location': [6960.1313, 3976.832]}, 9: {'kitColor': [145.97813, 236.79376, 182.75209], 'location': [5811.4053, 4540.446]}, 10: {'kitColor': [195.18718, 196.60118, 181.8027], 'location': [6864.465, 6929.817]}, 11: {'kitColor': [212.07658, 216.88599, 214.34987], 'location': [5612.356, 6349.753]}, 12: {'kitColor': [151.23553, 241.10056, 175.17218], 'location': [8575.62, 3971.4136]}, 13: {'kitColor': [146.29616, 226.1762, 172.75633], 'location': [6344.121, 6080.7764]}, 14: {'kitColor': [154.2968, 234.68716, 174.59091], 'location': [8513.069, 2467.8242]}, 15: {'kitColor': [140.30197, 226.55319, 169.3748], 'location': [8248.015, 6549.8623]}, 16: {'kitColor': [223.45029, 224.73976, 212.67545], 'location': [8194.275, 572.36255]}, 17: {'kitColor': [216.7306, 215.09198, 196.68988], 'location': [7513.99, 6344.7812]}, 18: {'kitColor': [149.68611, 223.22514, 169.79047], 'location': [7275.935, 6898.183]}, 19: {'kitColor': [231.87276, 233.59541, 222.51093], 'location': [6567.5806, 5830.146]}}"
40,40,[[6739.8613 6847.485 ]],"{0: {'kitColor': [230.32893, 231.40814, 223.23763], 'location': [5485.9375, 4662.233]}, 1: {'kitColor': [153.45714, 237.06956, 175.69441], 'location': [7509.1426, 4688.817]}, 2: {'kitColor': [143.43567, 230.56561, 169.28026], 'location': [8644.297, 4722.1763]}, 3: {'kitColor': [156.18538, 236.26372, 176.38382], 'location': [8502.305, 2498.9062]}, 4: {'kitColor': [146.02036, 229.04393, 172.51018], 'location': [7153.3325, 6094.8027]}, 5: {'kitColor': [143.25754, 225.18712, 171.40643], 'location': [6348.556, 6081.4443]}, 6: {'kitColor': [153.81271, 237.15292, 178.96907], 'location': [7491.496, 3261.726]}, 7: {'kitColor': [146.25632, 236.91808, 182.51892], 'location': [5811.481, 4541.6646]}, 8: {'kitColor': [148.68407, 241.07617, 174.512], 'location': [8576.486, 3967.01]}, 9: {'kitColor': [230.05869, 235.30397, 226.01886], 'location': [5793.715, 2061.0488]}, 10: {'kitColor': [222.44507, 223.3183, 211.76619], 'location': [8495.687, 3280.1619]}, 11: {'kitColor': [140.18225, 226.14148, 167.78337], 'location': [8248.275, 6546.9805]}, 12: {'kitColor': [224.92686, 227.5, 213.41045], 'location': [6960.63, 3976.6309]}, 13: {'kitColor': [233.64957, 232.26393, 219.10704], 'location': [8313.35, 4369.6133]}, 14: {'kitColor': [209.99597, 215.30725, 211.5629], 'location': [5601.677, 6352.391]}, 15: {'kitColor': [232.35898, 233.75247, 222.78008], 'location': [6570.5815, 5842.6533]}, 16: {'kitColor': [196.28326, 198.12875, 184.70042], 'location': [6854.9673, 6909.4717]}, 17: {'kitColor': [223.35756, 224.7529, 212.4157], 'location': [8187.1123, 556.39514]}, 18: {'kitColor': [217.63028, 214.78027, 197.63159], 'location': [7514.8984, 6325.251]}, 19: {'kitColor': [150.01921, 224.68338, 169.40852], 'location': [7260.083, 6907.403]}}"
41,41,[[6715.731 6845.628]],"{0: {'kitColor': [139.05876, 222.81754, 166.84227], 'location': [6350.6133, 6080.7153]}, 1: {'kitColor': [231.43285, 236.01494, 227.06824], 'location': [5799.225, 2047.3588]}, 2: {'kitColor': [153.66266, 237.53494, 176.5253], 'location': [7493.621, 4720.865]}, 3: {'kitColor': [153.96404, 236.4298, 177.95718], 'location': [7488.563, 3266.9585]}, 4: {'kitColor': [144.87526, 228.16037, 170.59747], 'location': [7139.194, 6097.105]}, 5: {'kitColor': [147.30396, 237.53943, 182.87865], 'location': [5811.235, 4545.3174]}, 6: {'kitColor': [147.40276, 239.67035, 172.61656], 'location': [8567.283, 3973.3723]}, 7: {'kitColor': [228.95192, 231.2765, 222.48744], 'location': [5481.0903, 4664.273]}, 8: {'kitColor': [203.65076, 202.97752, 190.30618], 'location': [6820.706, 6896.121]}, 9: {'kitColor': [139.7582, 222.57758, 165.84341], 'location': [8225.597, 6548.7437]}, 10: {'kitColor': [234.11783, 232.72165, 219.95287], 'location': [8304.249, 4375.659]}, 11: {'kitColor': [142.13615, 230.84459, 168.6747], 'location': [8623.955, 4757.509]}, 12: {'kitColor': [156.09178, 236.37198, 175.77536], 'location': [8497.902, 2521.7764]}, 13: {'kitColor': [208.72408, 215.24414, 210.6413], 'location': [5592.6313, 6357.7334]}, 14: {'kitColor': [224.64125, 224.98587, 213.64407], 'location': [8490.28, 3286.707]}, 15: {'kitColor': [225.06805, 228.70563, 213.80473], 'location': [6956.5903, 3992.3335]}, 16: {'kitColor': [219.36835, 217.71289, 200.93279], 'location': [7500.3027, 6321.985]}, 17: {'kitColor': [223.49574, 225.35411, 210.18413], 'location': [8190.389, 559.45465]}, 18: {'kitColor': [231.00099, 234.27783, 223.85222], 'location': [6564.257, 5858.661]}, 19: {'kitColor': [155.85898, 228.7555, 174.81502], 'location': [7228.774, 6909.2163]}}"
42,42,[[6694.375  6840.6694]],"{0: {'kitColor': [137.4772, 220.49039, 163.5765], 'location': [6348.5225, 6087.1997]}, 1: {'kitColor': [145.22607, 226.08963, 170.60489], 'location': [7127.3945, 6096.6255]}, 2: {'kitColor': [234.95757, 234.42879, 221.36969], 'location': [8300.101, 4377.4775]}, 3: {'kitColor': [145.6318, 239.46443, 170.63737], 'location': [8563.736, 3974.5862]}, 4: {'kitColor': [153.22182, 237.18666, 176.2594], 'location': [7486.5405, 4731.2246]}, 5: {'kitColor': [146.23874, 238.63455, 183.09424], 'location': [5810.108, 4545.039]}, 6: {'kitColor': [152.78922, 232.5817, 175.52779], 'location': [7487.5317, 3278.6848]}, 7: {'kitColor': [208.19325, 213.72404, 209.4], 'location': [5583.6987, 6359.8877]}, 8: {'kitColor': [232.75055, 236.41357, 227.40482], 'location': [5801.3613, 2054.4087]}, 9: {'kitColor': [228.03517, 229.85275, 221.4099], 'location': [5474.0146, 4670.6123]}, 10: {'kitColor': [140.50854, 230.4903, 168.6032], 'location': [8613.5, 4779.7295]}, 11: {'kitColor': [226.49312, 225.83746, 215.5124], 'location': [8491.641, 3286.395]}, 12: {'kitColor': [206.38808, 205.60216, 192.72923], 'location': [6792.941, 6893.954]}, 13: {'kitColor': [227.40958, 230.6105, 216.6136], 'location': [6952.934, 4002.7927]}, 14: {'kitColor': [219.26164, 216.4822, 201.11234], 'location': [7486.5674, 6327.277]}, 15: {'kitColor': [152.41023, 233.03053, 176.3124], 'location': [7181.9404, 6898.224]}, 16: {'kitColor': [220.94933, 222.81866, 209.048], 'location': [8193.404, 565.63336]}, 17: {'kitColor': [141.09714, 221.30643, 163.93929], 'location': [8206.331, 6553.507]}, 18: {'kitColor': [153.41176, 235.82587, 174.51764], 'location': [8501.84, 2535.2766]}, 19: {'kitColor': [231.19083, 234.03128, 224.34619], 'location': [6567.6636, 5867.6025]}}"
43,43,[[6676.156  6837.3555]],"{0: {'kitColor': [144.98296, 227.2006, 170.35306], 'location': [7120.8774, 6077.256]}, 1: {'kitColor': [232.1441, 236.09389, 226.93887], 'location': [5802.8384, 2045.0452]}, 2: {'kitColor': [223.95337, 224.32124, 214.03368], 'location': [8494.56, 3284.2659]}, 3: {'kitColor': [232.89807, 232.5421, 219.07828], 'location': [8302.89, 4371.789]}, 4: {'kitColor': [137.85638, 223.0351, 165.17659], 'location': [6346.8486, 6077.614]}, 5: {'kitColor': [145.63538, 239.08163, 170.84218], 'location': [8561.973, 3981.1409]}, 6: {'kitColor': [151.99763, 236.86353, 174.03293], 'location': [8500.802, 2553.0618]}, 7: {'kitColor': [140.6533, 232.72424, 168.23454], 'location': [8619.945, 4773.4463]}, 8: {'kitColor': [144.63104, 237.77419, 181.23589], 'location': [5810.6455, 4542.867]}, 9: {'kitColor': [227.61551, 231.33861, 216.75475], 'location': [6955.5366, 4000.162]}, 10: {'kitColor': [228.62022, 230.75731, 221.95169], 'location': [5468.007, 4667.4233]}, 11: {'kitColor': [151.78922, 237.09927, 175.3076], 'location': [7487.038, 4716.1084]}, 12: {'kitColor': [154.01846, 234.57214, 178.39598], 'location': [7483.619, 3303.5527]}, 13: {'kitColor': [218.80052, 218.5891, 202.55319], 'location': [7485.375, 6315.045]}, 14: {'kitColor': [232.21413, 236.08458, 225.50427], 'location': [6575.037, 5858.9385]}, 15: {'kitColor': [149.91742, 232.9125, 174.58871], 'location': [7171.0283, 6891.1455]}, 16: {'kitColor': [207.01282, 214.94273, 209.60855], 'location': [5573.7495, 6356.304]}, 17: {'kitColor': [199.68985, 202.13263, 186.85242], 'location': [6777.6035, 6886.7637]}, 18: {'kitColor': [141.85774, 220.08308, 165.05634], 'location': [8202.505, 6545.011]}, 19: {'kitColor': [223.18158, 224.58537, 211.71274], 'location': [8189.277, 580.9522]}}"
44,44,[[6624.176  6821.9365]],"{0: {'kitColor': [142.6336, 225.55994, 168.5668], 'location': [7066.003, 6071.5186]}, 1: {'kitColor': [156.37762, 235.66084, 180.00174], 'location': [7458.6216, 3325.969]}, 2: {'kitColor': [224.5795, 224.91283, 213.42308], 'location': [8455.585, 3309.7935]}, 3: {'kitColor': [222.62155, 227.48763, 212.32607], 'location': [6931.358, 4020.8115]}, 4: {'kitColor': [232.64523, 237.04213, 227.50111], 'location': [5812.848, 2055.137]}, 5: {'kitColor': [228.6864, 229.6597, 221.84552], 'location': [5464.7856, 4671.6904]}, 6: {'kitColor': [231.41167, 230.97955, 218.23648], 'location': [8252.318, 4395.683]}, 7: {'kitColor': [142.1367, 238.27956, 181.45941], 'location': [5810.509, 4559.397]}, 8: {'kitColor': [139.30232, 233.41046, 169.25232], 'location': [8561.652, 4796.8633]}, 9: {'kitColor': [145.77463, 238.48178, 171.40755], 'location': [8507.831, 4018.5515]}, 10: {'kitColor': [137.30295, 221.06485, 164.93314], 'location': [6318.883, 6077.6006]}, 11: {'kitColor': [150.19409, 236.20952, 173.76735], 'location': [7444.517, 4734.7583]}, 12: {'kitColor': [152.42432, 238.10173, 175.85857], 'location': [8478.633, 2559.2544]}, 13: {'kitColor': [219.67142, 220.18181, 204.29091], 'location': [7426.6885, 6314.6387]}, 14: {'kitColor': [150.38432, 231.52164, 171.94627], 'location': [7105.615, 6876.3267]}, 15: {'kitColor': [142.85448, 222.35448, 166.6582], 'location': [8122.673, 6531.052]}, 16: {'kitColor': [222.48247, 224.39082, 211.60916], 'location': [8199.955, 551.82367]}, 17: {'kitColor': [205.62051, 212.74957, 208.56752], 'location': [5562.154, 6344.1465]}, 18: {'kitColor': [200.3665, 198.0316, 184.87704], 'location': [6707.3906, 6862.1597]}, 19: {'kitColor': [229.46426, 232.25493, 222.4197], 'location': [6555.7437, 5859.921]}}"
45,45,[[6607.2896 6820.7676]],"{0: {'kitColor': [140.90039, 225.86687, 167.9793], 'location': [7053.9165, 6071.9233]}, 1: {'kitColor': [144.27808, 238.94252, 171.16711], 'location': [8503.137, 4015.7705]}, 2: {'kitColor': [188.71112, 190.23132, 176.80203], 'location': [6685.5156, 6864.116]}, 3: {'kitColor': [149.72208, 234.74733, 173.55717], 'location': [7439.752, 4733.881]}, 4: {'kitColor': [228.4417, 232.41591, 221.1125], 'location': [6560.645, 5871.2983]}, 5: {'kitColor': [138.33667, 222.81363, 166.54208], 'location': [6316.0923, 6081.9346]}, 6: {'kitColor': [230.54286, 230.92857, 222.9643], 'location': [5465.393, 4684.4043]}, 7: {'kitColor': [230.63147, 235.5043, 225.35345], 'location': [5823.366, 2070.561]}, 8: {'kitColor': [158.5, 238.30074, 182.13284], 'location': [7455.537, 3327.969]}, 9: {'kitColor': [223.05464, 223.58672, 210.58908], 'location': [8452.678, 3294.8801]}, 10: {'kitColor': [142.57315, 236.64278, 179.72754], 'location': [5816.304, 4555.741]}, 11: {'kitColor': [206.2762, 213.46754, 209.47533], 'location': [5554.8135, 6349.7183]}, 12: {'kitColor': [138.84334, 233.87271, 169.80417], 'location': [8558.233, 4793.675]}, 13: {'kitColor': [143.9187, 224.33435, 167.57285], 'location': [8111.268, 6531.179]}, 14: {'kitColor': [221.95433, 221.6099, 206.25926], 'location': [7422.358, 6317.194]}, 15: {'kitColor': [231.02737, 230.36166, 217.30115], 'location': [8243.966, 4403.3174]}, 16: {'kitColor': [151.07161, 235.5601, 173.45012], 'location': [8471.509, 2561.3184]}, 17: {'kitColor': [222.6917, 224.06435, 211.56837], 'location': [8187.3975, 570.01917]}, 18: {'kitColor': [227.28526, 229.80191, 215.88591], 'location': [6935.0225, 4012.556]}, 19: {'kitColor': [150.13797, 228.4216, 172.34703], 'location': [7097.12, 6876.5806]}}"
46,46,[],"{0: {'kitColor': [191.0334, 190.75783, 178.78601], 'location': [6670.573, 6851.8096]}, 1: {'kitColor': [137.89241, 232.17215, 168.29747], 'location': [8568.544, 4782.747]}, 2: {'kitColor': [140.18036, 222.98196, 168.46794], 'location': [6315.604, 6077.9]}, 3: {'kitColor': [204.85907, 209.81519, 206.63797], 'location': [5544.641, 6345.584]}, 4: {'kitColor': [146.27187, 239.3109, 171.95827], 'location': [8508.8125, 4014.9727]}, 5: {'kitColor': [138.03773, 226.62578, 165.522], 'location': [7043.873, 6069.3906]}, 6: {'kitColor': [223.41232, 223.72513, 211.18484], 'location': [8450.432, 3322.5117]}, 7: {'kitColor': [158.3985, 238.7143, 182.6861], 'location': [7456.1826, 3343.783]}, 8: {'kitColor': [230.20877, 235.11482, 225.35909], 'location': [5824.9897, 2064.7974]}, 9: {'kitColor': [156.4692, 236.21008, 177.7689], 'location': [7436.2236, 4733.2456]}, 10: {'kitColor': [142.32858, 235.20651, 179.28586], 'location': [5815.86, 4560.3394]}, 11: {'kitColor': [229.06322, 228.38792, 215.3046], 'location': [8243.049, 4412.438]}, 12: {'kitColor': [148.85785, 230.75357, 172.83357], 'location': [7091.0938, 6851.4277]}, 13: {'kitColor': [150.79425, 229.57655, 169.83731], 'location': [8477.693, 2562.9033]}, 14: {'kitColor': [223.36609, 222.77763, 207.19533], 'location': [7423.2397, 6316.432]}, 15: {'kitColor': [229.816, 229.472, 222.09372], 'location': [5463.698, 4689.3896]}, 16: {'kitColor': [142.98924, 221.28802, 165.36252], 'location': [8102.3594, 6532.029]}, 17: {'kitColor': [221.43767, 223.20955, 210.34482], 'location': [8193.026, 553.0413]}, 18: {'kitColor': [224.34116, 228.3822, 217.08406], 'location': [6567.6753, 5874.4106]}, 19: {'kitColor': [228.62276, 230.90732, 217.29268], 'location': [6939.589, 4005.0156]}}"
47,47,[[6579.1104 6817.99  ]],"{0: {'kitColor': [222.57367, 224.2701, 210.56252], 'location': [8444.138, 3329.8533]}, 1: {'kitColor': [139.21484, 230.69792, 168.056], 'location': [8561.495, 4800.255]}, 2: {'kitColor': [187.71387, 189.80371, 176.44824], 'location': [6643.7095, 6844.3325]}, 3: {'kitColor': [149.1669, 241.36465, 173.10379], 'location': [8506.505, 4023.2888]}, 4: {'kitColor': [229.50438, 228.6108, 215.80614], 'location': [8239.605, 4420.2285]}, 5: {'kitColor': [232.33618, 237.2077, 228.29764], 'location': [5830.974, 2072.6753]}, 6: {'kitColor': [143.4098, 223.36276, 171.55197], 'location': [6312.059, 6075.943]}, 7: {'kitColor': [157.44598, 234.66457, 176.33542], 'location': [7427.8325, 4757.8613]}, 8: {'kitColor': [154.49173, 231.6052, 173.07092], 'location': [8471.986, 2586.9934]}, 9: {'kitColor': [231.0183, 233.37271, 219.42262], 'location': [6939.9253, 4012.3757]}, 10: {'kitColor': [158.6608, 238.99413, 182.50981], 'location': [7452.77, 3364.4124]}, 11: {'kitColor': [141.0174, 234.18219, 176.04094], 'location': [5822.029, 4558.571]}, 12: {'kitColor': [223.44632, 228.90103, 217.16806], 'location': [6571.6753, 5893.2085]}, 13: {'kitColor': [225.16083, 225.84402, 209.41234], 'location': [7417.946, 6321.38]}, 14: {'kitColor': [141.63876, 229.64096, 168.35022], 'location': [7031.257, 6084.3364]}, 15: {'kitColor': [223.32446, 224.92287, 214.11702], 'location': [8192.429, 559.3048]}, 16: {'kitColor': [228.65767, 229.8401, 221.80519], 'location': [5467.667, 4695.248]}, 17: {'kitColor': [140.42476, 217.86894, 164.37703], 'location': [8076.7812, 6532.683]}, 18: {'kitColor': [202.01128, 206.78842, 203.6967], 'location': [5531.5015, 6344.8086]}, 19: {'kitColor': [152.2003, 230.89095, 175.35089], 'location': [7073.0723, 6851.6343]}}"
48,48,[[6565.782 6811.006]],"{0: {'kitColor': [224.22737, 225.36644, 211.78366], 'location': [8445.886, 3332.6553]}, 1: {'kitColor': [230.76398, 235.45341, 226.95445], 'location': [5829.0537, 2059.3762]}, 2: {'kitColor': [141.9471, 232.30707, 176.555], 'location': [5822.309, 4563.549]}, 3: {'kitColor': [227.88168, 229.06143, 220.62228], 'location': [5465.3335, 4708.237]}, 4: {'kitColor': [147.76796, 239.80664, 171.72101], 'location': [8505.371, 4037.5708]}, 5: {'kitColor': [224.8783, 227.32259, 213.67741], 'location': [6939.7417, 4016.007]}, 6: {'kitColor': [140.64413, 229.98087, 168.89795], 'location': [8557.754, 4821.295]}, 7: {'kitColor': [140.41158, 225.19131, 166.15926], 'location': [7027.307, 6091.073]}, 8: {'kitColor': [158.68822, 237.71483, 181.39923], 'location': [7458.9497, 3355.409]}, 9: {'kitColor': [157.20451, 235.05646, 176.77039], 'location': [7423.708, 4769.136]}, 10: {'kitColor': [228.17615, 227.0142, 213.76137], 'location': [8240.89, 4422.6772]}, 11: {'kitColor': [145.71184, 224.78261, 172.46613], 'location': [6304.676, 6071.1973]}, 12: {'kitColor': [156.78658, 233.94485, 174.94244], 'location': [8472.618, 2606.2422]}, 13: {'kitColor': [227.28705, 231.5, 219.53564], 'location': [6573.8076, 5908.7954]}, 14: {'kitColor': [143.92616, 223.35825, 168.80948], 'location': [8060.5537, 6527.6963]}, 15: {'kitColor': [205.55708, 209.23091, 207.35536], 'location': [5516.4893, 6339.9453]}, 16: {'kitColor': [189.8189, 190.42967, 177.49904], 'location': [6620.6836, 6847.777]}, 17: {'kitColor': [226.25714, 227.23999, 214.47142], 'location': [8196.596, 559.8058]}, 18: {'kitColor': [223.89835, 224.64775, 208.52364], 'location': [7419.314, 6316.4863]}, 19: {'kitColor': [153.25398, 229.40182, 174.03716], 'location': [7051.8936, 6846.0547]}}"
49,49,[[6546.445  6804.6333]],"{0: {'kitColor': [227.5856, 228.37898, 219.66437], 'location': [5459.1177, 4709.4575]}, 1: {'kitColor': [154.95683, 237.21764, 179.06834], 'location': [7452.6846, 3361.5098]}, 2: {'kitColor': [224.68626, 224.95206, 211.14378], 'location': [8430.911, 3351.6545]}, 3: {'kitColor': [146.4627, 239.89919, 170.85359], 'location': [8501.784, 4041.4192]}, 4: {'kitColor': [232.14195, 237.23093, 227.30296], 'location': [5825.71, 2072.1353]}, 5: {'kitColor': [140.50342, 224.79163, 164.42455], 'location': [7018.8003, 6094.2397]}, 6: {'kitColor': [143.63118, 233.03476, 177.9452], 'location': [5817.2803, 4565.369]}, 7: {'kitColor': [156.99748, 235.84325, 176.3957], 'location': [7412.7124, 4778.1104]}, 8: {'kitColor': [229.14651, 227.93172, 214.48506], 'location': [8236.468, 4424.849]}, 9: {'kitColor': [224.95619, 227.28467, 213.7708], 'location': [6935.6724, 4019.7603]}, 10: {'kitColor': [146.78476, 225.65088, 171.66942], 'location': [6290.547, 6067.273]}, 11: {'kitColor': [141.25224, 220.72762, 164.4097], 'location': [8046.674, 6516.352]}, 12: {'kitColor': [228.13242, 233.1662, 220.15982], 'location': [6571.664, 5926.4756]}, 13: {'kitColor': [157.2034, 236.68524, 177.42616], 'location': [8467.576, 2616.7]}, 14: {'kitColor': [222.75136, 225.12567, 210.9754], 'location': [8189.1655, 559.12134]}, 15: {'kitColor': [141.99013, 230.3568, 169.47038], 'location': [8539.47, 4849.237]}, 16: {'kitColor': [188.98402, 191.77162, 177.34212], 'location': [6592.575, 6852.0957]}, 17: {'kitColor': [147.65784, 228.52444, 172.37532], 'location': [7024.1294, 6832.443]}, 18: {'kitColor': [202.32196, 206.34349, 205.00537], 'location': [5500.4653, 6326.2686]}, 19: {'kitColor': [224.52403, 225.34583, 209.16177], 'location': [7415.236, 6308.283]}}"
50,50,[],"{0: {'kitColor': [226.55504, 227.91284, 219.07224], 'location': [5451.798, 4712.4937]}, 1: {'kitColor': [225.03064, 225.47266, 211.46828], 'location': [8426.307, 3357.4192]}, 2: {'kitColor': [146.56487, 238.31487, 170.92567], 'location': [8498.229, 4047.961]}, 3: {'kitColor': [144.38614, 233.51485, 179.74588], 'location': [5812.9136, 4578.2495]}, 4: {'kitColor': [141.5979, 225.09169, 166.16046], 'location': [7009.802, 6102.598]}, 5: {'kitColor': [229.71486, 234.19008, 225.29958], 'location': [5819.6406, 2074.1523]}, 6: {'kitColor': [156.79874, 235.88608, 176.33672], 'location': [7400.527, 4791.139]}, 7: {'kitColor': [230.76938, 234.23244, 222.74596], 'location': [6566.883, 5947.9663]}, 8: {'kitColor': [154.58597, 236.1636, 177.36728], 'location': [7446.299, 3366.2769]}, 9: {'kitColor': [229.63925, 228.19624, 214.56421], 'location': [8229.873, 4430.596]}, 10: {'kitColor': [140.59544, 219.37535, 162.3483], 'location': [8036.0063, 6512.732]}, 11: {'kitColor': [142.57753, 227.04367, 167.71568], 'location': [6991.117, 6822.018]}, 12: {'kitColor': [143.92944, 231.36131, 170.79198], 'location': [8523.64, 4873.098]}, 13: {'kitColor': [204.75868, 208.48091, 206.9375], 'location': [5487.1797, 6329.7886]}, 14: {'kitColor': [157.42583, 237.16745, 178.32057], 'location': [8457.29, 2653.7566]}, 15: {'kitColor': [199.47246, 198.098, 185.94383], 'location': [6576.956, 6850.293]}, 16: {'kitColor': [225.24133, 225.27956, 209.36798], 'location': [7410.51, 6299.969]}, 17: {'kitColor': [225.38396, 227.5874, 213.31805], 'location': [8185.844, 558.18463]}, 18: {'kitColor': [225.76445, 226.80347, 214.03468], 'location': [6933.7603, 4014.3992]}, 19: {'kitColor': [150.75842, 228.13602, 174.1273], 'location': [6278.2207, 6067.943]}}"
51,51,[],"{0: {'kitColor': [147.1727, 239.82869, 171.81058], 'location': [8494.792, 4052.4375]}, 1: {'kitColor': [227.10811, 226.13965, 211.52928], 'location': [8415.456, 3373.4468]}, 2: {'kitColor': [142.3751, 227.40575, 167.48839], 'location': [6998.7188, 6111.232]}, 3: {'kitColor': [232.00214, 236.67804, 227.64606], 'location': [5826.9077, 2058.6643]}, 4: {'kitColor': [155.01309, 236.78534, 175.95288], 'location': [7390.264, 4793.17]}, 5: {'kitColor': [227.94612, 228.83255, 220.18617], 'location': [5451.952, 4704.2876]}, 6: {'kitColor': [155.80952, 238.2463, 177.58293], 'location': [7443.7188, 3368.308]}, 7: {'kitColor': [157.36066, 238.09367, 178.6487], 'location': [8465.339, 2641.4404]}, 8: {'kitColor': [139.7153, 218.13951, 163.05267], 'location': [8021.1587, 6511.953]}, 9: {'kitColor': [229.30803, 228.99715, 214.75215], 'location': [8221.125, 4445.055]}, 10: {'kitColor': [197.43211, 199.96605, 188.76422], 'location': [6532.567, 6839.1587]}, 11: {'kitColor': [143.6971, 224.9744, 166.83958], 'location': [6971.934, 6818.737]}, 12: {'kitColor': [230.41756, 234.94981, 223.0923], 'location': [6564.581, 5945.289]}, 13: {'kitColor': [208.75923, 212.26099, 209.88225], 'location': [5473.036, 6331.9136]}, 14: {'kitColor': [147.1061, 232.28616, 179.40298], 'location': [5813.347, 4579.0186]}, 15: {'kitColor': [145.77727, 231.6946, 172.76694], 'location': [8516.951, 4878.363]}, 16: {'kitColor': [225.56113, 224.82887, 209.05006], 'location': [7404.4014, 6287.505]}, 17: {'kitColor': [224.2177, 226.49579, 213.4059], 'location': [6926.709, 4037.4604]}, 18: {'kitColor': [220.29707, 222.9098, 210.62865], 'location': [8188.9614, 558.62146]}, 19: {'kitColor': [155.64021, 228.87012, 179.0763], 'location': [6266.862, 6062.6777]}}"
