,Frame,Ball Location,PlayerDicts
663,663,[],"{0: {'kitColor': [215.37616, 217.73701, 203.3211], 'location': [8326.286, 4970.274]}, 1: {'kitColor': [220.6651, 220.1829, 208.69122], 'location': [6637.8647, 5033.639]}, 2: {'kitColor': [148.19528, 230.16953, 171.7661], 'location': [8201.856, 4856.662]}, 3: {'kitColor': [225.25641, 232.29305, 214.72528], 'location': [6491.0986, 1888.8685]}, 4: {'kitColor': [154.61894, 226.94456, 176.8314], 'location': [9399.28, 4975.1562]}, 5: {'kitColor': [222.86414, 226.99728, 212.38043], 'location': [7133.35, 4461.7495]}, 6: {'kitColor': [219.51378, 217.01003, 198.68672], 'location': [9305.811, 6083.879]}, 7: {'kitColor': [150.91188, 226.10971, 169.72302], 'location': [7723.1357, 6555.7983]}, 8: {'kitColor': [154.01695, 230.05508, 173.30508], 'location': [8234.182, 5620.432]}, 9: {'kitColor': [157.8261, 233.45341, 177.76088], 'location': [9423.979, 3330.7002]}, 10: {'kitColor': [222.22992, 225.9018, 212.0759], 'location': [5935.8735, 3714.1584]}, 11: {'kitColor': [163.45732, 234.76707, 184.00366], 'location': [5889.4287, 5876.4336]}, 12: {'kitColor': [212.45398, 215.12883, 200.09203], 'location': [7473.94, 6023.211]}, 13: {'kitColor': [161.42928, 229.11662, 186.10173], 'location': [6932.4214, 5096.3467]}, 14: {'kitColor': [217.20001, 220.2706, 198.68236], 'location': [10402.036, 4360.4263]}, 15: {'kitColor': [143.65385, 216.79088, 164.65144], 'location': [9271.884, 5843.9985]}, 16: {'kitColor': [199.97792, 210.53944, 191.72871], 'location': [7828.003, 5396.8433]}, 17: {'kitColor': [162.25574, 235.62624, 187.63278], 'location': [7251.4277, 3749.7654]}, 18: {'kitColor': [180.64706, 237.73262, 194.10161], 'location': [6987.5127, 1797.4294]}}"
664,664,[],"{0: {'kitColor': [221.62411, 221.10402, 209.56029], 'location': [6641.0957, 5035.3657]}, 1: {'kitColor': [224.42436, 232.47232, 214.69003], 'location': [6470.0166, 1882.834]}, 2: {'kitColor': [148.62045, 230.04999, 171.4909], 'location': [8190.152, 4855.0776]}, 3: {'kitColor': [154.52641, 230.53455, 173.07927], 'location': [8226.928, 5631.4575]}, 4: {'kitColor': [154.6986, 226.32944, 176.96962], 'location': [9397.382, 4977.1387]}, 5: {'kitColor': [222.77174, 227.26088, 212.86685], 'location': [7133.029, 4448.8716]}, 6: {'kitColor': [197.7224, 208.0284, 189.00316], 'location': [7832.7715, 5411.1177]}, 7: {'kitColor': [217.62318, 215.66425, 197.00966], 'location': [9302.199, 6076.6978]}, 8: {'kitColor': [157.905, 225.44, 183.15999], 'location': [6932.3877, 5097.42]}, 9: {'kitColor': [218.21068, 219.76729, 205.50943], 'location': [8312.844, 4968.382]}, 10: {'kitColor': [157.26215, 234.12299, 178.01942], 'location': [9424.874, 3310.418]}, 11: {'kitColor': [149.0765, 226.74022, 168.21709], 'location': [7711.9775, 6555.902]}, 12: {'kitColor': [225.00243, 228.92213, 215.45012], 'location': [5932.5796, 3712.7593]}, 13: {'kitColor': [216.80702, 220.06667, 199.41403], 'location': [10393.112, 4360.125]}, 14: {'kitColor': [145.37616, 218.0257, 166.01167], 'location': [9259.264, 5843.9644]}, 15: {'kitColor': [212.08359, 214.5294, 199.04333], 'location': [7453.1924, 6028.093]}, 16: {'kitColor': [163.79471, 233.36014, 183.44057], 'location': [5885.2837, 5868.5854]}, 17: {'kitColor': [166.68896, 237.89966, 190.63211], 'location': [7243.6196, 3747.9272]}, 18: {'kitColor': [176.95238, 234.73544, 191.63492], 'location': [6963.171, 1790.7108]}}"
665,665,[],"{0: {'kitColor': [152.48401, 230.34601, 172.188], 'location': [8214.035, 5640.939]}, 1: {'kitColor': [154.88626, 227.27252, 177.44551], 'location': [9390.718, 4979.541]}, 2: {'kitColor': [149.02963, 231.87408, 172.90865], 'location': [8169.0063, 4852.3574]}, 3: {'kitColor': [222.0137, 226.67671, 212.50685], 'location': [7133.6816, 4451.6123]}, 4: {'kitColor': [214.70114, 215.11954, 195.31494], 'location': [9283.01, 6074.6216]}, 5: {'kitColor': [228.12401, 234.95601, 217.70801], 'location': [6456.4937, 1905.3429]}, 6: {'kitColor': [143.3198, 222.61082, 162.84433], 'location': [7698.3003, 6552.7974]}, 7: {'kitColor': [146.95894, 218.33472, 165.12936], 'location': [9241.705, 5842.547]}, 8: {'kitColor': [220.96921, 221.03319, 209.00238], 'location': [6640.6543, 5047.6577]}, 9: {'kitColor': [200.69539, 209.18153, 190.6], 'location': [7839.159, 5426.2925]}, 10: {'kitColor': [151.97675, 222.31525, 179.0026], 'location': [6929.248, 5109.286]}, 11: {'kitColor': [209.25287, 213.73851, 197.76724], 'location': [7431.046, 6039.8086]}, 12: {'kitColor': [225.02173, 229.86232, 215.44444], 'location': [5932.144, 3714.5215]}, 13: {'kitColor': [166.11041, 235.8612, 188.78549], 'location': [7235.0776, 3748.4602]}, 14: {'kitColor': [157.02632, 234.11842, 178.49342], 'location': [9413.51, 3311.4626]}, 15: {'kitColor': [216.74265, 222.23529, 200.10294], 'location': [10381.421, 4343.9014]}, 16: {'kitColor': [214.89821, 216.64671, 202.506], 'location': [8307.617, 4944.266]}, 17: {'kitColor': [166.37543, 233.47508, 184.33835], 'location': [5886.672, 5868.5776]}, 18: {'kitColor': [174.62175, 233.62694, 190.47668], 'location': [6945.34, 1762.6957]}}"
666,666,[],"{0: {'kitColor': [214.62111, 215.68825, 195.67386], 'location': [9268.68, 6070.4414]}, 1: {'kitColor': [149.71661, 229.92505, 172.28337], 'location': [8161.819, 4850.3115]}, 2: {'kitColor': [153.68076, 226.03287, 176.52582], 'location': [9386.95, 4978.467]}, 3: {'kitColor': [221.02644, 221.6226, 209.29327], 'location': [6639.896, 5068.965]}, 4: {'kitColor': [151.91951, 232.43259, 173.1348], 'location': [8204.764, 5659.076]}, 5: {'kitColor': [148.32845, 219.74477, 167.13599], 'location': [9235.897, 5829.9824]}, 6: {'kitColor': [220.26302, 225.55344, 211.24384], 'location': [7131.8857, 4451.105]}, 7: {'kitColor': [142.2412, 223.25, 162.0845], 'location': [7689.093, 6550.052]}, 8: {'kitColor': [230.30495, 236.64127, 220.18835], 'location': [6441.0806, 1877.1791]}, 9: {'kitColor': [210.3538, 215.07895, 200.11696], 'location': [7415.2227, 6051.8857]}, 10: {'kitColor': [204.375, 212.6875, 194.40132], 'location': [7848.8813, 5429.0986]}, 11: {'kitColor': [217.76492, 224.03357, 202.03731], 'location': [10352.091, 4353.823]}, 12: {'kitColor': [151.06332, 223.82059, 178.31136], 'location': [6934.0845, 5110.6846]}, 13: {'kitColor': [164.03178, 232.71675, 186.2052], 'location': [7226.4014, 3762.5]}, 14: {'kitColor': [222.93112, 228.47507, 214.40143], 'location': [5926.533, 3712.955]}, 15: {'kitColor': [216.00595, 215.97917, 202.6369], 'location': [8294.222, 4953.4556]}, 16: {'kitColor': [156.97578, 233.97578, 178.40831], 'location': [9401.902, 3308.3198]}, 17: {'kitColor': [172.00186, 227.80223, 187.23694], 'location': [5894.4893, 5863.4277]}, 18: {'kitColor': [173.22871, 234.43085, 192.39362], 'location': [6923.1484, 1756.8369]}}"
667,667,[],"{0: {'kitColor': [150.04016, 221.05708, 169.6575], 'location': [9231.791, 5812.3027]}, 1: {'kitColor': [150.54794, 228.9726, 173.02283], 'location': [8163.019, 4836.5044]}, 2: {'kitColor': [155.83586, 228.63132, 178.94444], 'location': [9385.036, 4973.827]}, 3: {'kitColor': [212.8632, 214.3184, 194.56367], 'location': [9258.266, 6061.286]}, 4: {'kitColor': [227.9309, 234.7195, 217.09755], 'location': [6427.8647, 1887.0875]}, 5: {'kitColor': [143.07664, 225.42519, 162.83942], 'location': [7681.7007, 6544.099]}, 6: {'kitColor': [221.04784, 221.51674, 209.0574], 'location': [6643.6245, 5071.7773]}, 7: {'kitColor': [164.70146, 234.46957, 186.8319], 'location': [7224.997, 3766.5037]}, 8: {'kitColor': [205.47076, 210.85088, 197.35088], 'location': [7401.0244, 6053.8315]}, 9: {'kitColor': [152.61554, 232.07968, 174.79283], 'location': [8205.203, 5656.211]}, 10: {'kitColor': [219.37135, 225.07161, 210.11935], 'location': [7129.7266, 4452.9634]}, 11: {'kitColor': [215.12766, 222.74821, 198.95035], 'location': [10340.017, 4327.567]}, 12: {'kitColor': [209.77339, 216.7518, 198.42087], 'location': [7856.799, 5418.8906]}, 13: {'kitColor': [149.0615, 225.17915, 180.0214], 'location': [6934.758, 5101.0205]}, 14: {'kitColor': [218.07523, 218.9373, 205.3605], 'location': [8289.707, 4950.68]}, 15: {'kitColor': [222.67058, 229.26587, 214.98117], 'location': [5925.592, 3720.1543]}, 16: {'kitColor': [168.94644, 230.56252, 187.94197], 'location': [6914.02, 1741.652]}, 17: {'kitColor': [169.21838, 232.5665, 186.98703], 'location': [5892.0747, 5856.348]}, 18: {'kitColor': [159.07637, 235.54909, 180.44], 'location': [9375.699, 3323.111]}}"
668,668,[],"{0: {'kitColor': [151.37657, 221.38702, 171.11087], 'location': [9230.457, 5796.307]}, 1: {'kitColor': [141.96846, 225.80148, 162.89796], 'location': [7676.0684, 6542.832]}, 2: {'kitColor': [146.883, 224.51434, 169.117], 'location': [8160.506, 4833.6284]}, 3: {'kitColor': [219.06906, 219.25954, 207.22858], 'location': [6648.4106, 5085.7354]}, 4: {'kitColor': [156.26303, 228.00781, 179.32031], 'location': [9383.786, 4982.4814]}, 5: {'kitColor': [223.07693, 233.04454, 214.84616], 'location': [6418.159, 1887.2844]}, 6: {'kitColor': [215.61337, 214.76134, 195.59428], 'location': [9251.959, 6054.8228]}, 7: {'kitColor': [151.13469, 229.21835, 173.55101], 'location': [8209.81, 5665.8745]}, 8: {'kitColor': [220.23433, 225.26974, 211.38692], 'location': [7130.8813, 4467.0522]}, 9: {'kitColor': [164.99078, 229.5576, 187.00461], 'location': [6904.246, 1741.2185]}, 10: {'kitColor': [208.04701, 209.41066, 197.96864], 'location': [7387.54, 6058.883]}, 11: {'kitColor': [166.01476, 234.29204, 187.29793], 'location': [7228.3286, 3767.4656]}, 12: {'kitColor': [208.85715, 212.89548, 195.09409], 'location': [7872.865, 5422.266]}, 13: {'kitColor': [216.01242, 215.43169, 201.9441], 'location': [8291.854, 4935.8315]}, 14: {'kitColor': [214.0, 223.24452, 199.21167], 'location': [10318.971, 4315.0703]}, 15: {'kitColor': [145.48453, 225.04123, 175.1366], 'location': [6942.796, 5115.3237]}, 16: {'kitColor': [222.75168, 230.03133, 215.79642], 'location': [5928.962, 3724.1472]}, 17: {'kitColor': [167.18529, 234.0677, 185.96439], 'location': [5889.2993, 5860.609]}, 18: {'kitColor': [161.10236, 236.79921, 182.81496], 'location': [9363.502, 3315.9255]}}"
669,669,[],"{0: {'kitColor': [153.9345, 222.84935, 172.8559], 'location': [9220.502, 5782.0938]}, 1: {'kitColor': [144.63432, 226.36754, 164.77612], 'location': [7662.4507, 6545.81]}, 2: {'kitColor': [147.02882, 225.204, 169.05986], 'location': [8158.4507, 4819.805]}, 3: {'kitColor': [223.22594, 233.40167, 215.12552], 'location': [6420.738, 1839.5588]}, 4: {'kitColor': [206.81793, 207.48099, 195.61142], 'location': [7373.8535, 6054.963]}, 5: {'kitColor': [218.65509, 224.23262, 210.0], 'location': [7132.565, 4454.3105]}, 6: {'kitColor': [156.03552, 228.52731, 178.86612], 'location': [9383.473, 4968.0405]}, 7: {'kitColor': [220.70946, 219.49638, 208.04117], 'location': [6651.254, 5086.9224]}, 8: {'kitColor': [150.24748, 228.63983, 174.13078], 'location': [8207.259, 5675.316]}, 9: {'kitColor': [166.2762, 231.14763, 188.57144], 'location': [6898.9263, 1739.6337]}, 10: {'kitColor': [214.57462, 215.78607, 196.2811], 'location': [9218.361, 6074.87]}, 11: {'kitColor': [212.8642, 214.44444, 200.77779], 'location': [8283.485, 4933.462]}, 12: {'kitColor': [140.70761, 225.16707, 168.76659], 'location': [6950.1323, 5106.796]}, 13: {'kitColor': [208.35645, 214.29704, 195.70958], 'location': [7881.475, 5435.481]}, 14: {'kitColor': [165.20639, 233.72093, 186.01744], 'location': [7230.1904, 3768.1692]}, 15: {'kitColor': [222.52539, 230.78146, 216.49448], 'location': [5928.858, 3724.5757]}, 16: {'kitColor': [174.26645, 227.1609, 188.27855], 'location': [5902.687, 5865.1343]}, 17: {'kitColor': [215.55038, 225.01163, 201.20543], 'location': [10282.146, 4340.7476]}, 18: {'kitColor': [160.0157, 234.89806, 181.56471], 'location': [9350.729, 3312.5176]}}"
670,670,[],"{0: {'kitColor': [226.27808, 222.28343, 212.03209], 'location': [6659.25, 5077.6777]}, 1: {'kitColor': [145.65753, 223.54109, 167.76254], 'location': [8152.839, 4816.339]}, 2: {'kitColor': [208.83376, 208.3913, 195.98465], 'location': [7363.71, 6042.7114]}, 3: {'kitColor': [222.98276, 233.40948, 215.67673], 'location': [6413.9497, 1837.8708]}, 4: {'kitColor': [144.23836, 226.07077, 165.12291], 'location': [7651.4937, 6548.717]}, 5: {'kitColor': [218.14093, 223.63144, 209.34418], 'location': [7135.3643, 4453.8433]}, 6: {'kitColor': [207.64035, 215.94737, 197.22223], 'location': [7890.1387, 5457.7334]}, 7: {'kitColor': [223.92827, 232.20181, 218.32288], 'location': [5934.7295, 3725.7197]}, 8: {'kitColor': [158.19485, 230.09743, 181.31519], 'location': [9379.506, 4964.2627]}, 9: {'kitColor': [149.34654, 227.17229, 173.82376], 'location': [8209.332, 5674.0576]}, 10: {'kitColor': [155.39287, 224.40627, 174.78127], 'location': [9218.629, 5767.9873]}, 11: {'kitColor': [211.80563, 213.62068, 199.95924], 'location': [8267.314, 4952.8647]}, 12: {'kitColor': [168.3552, 232.45901, 189.75955], 'location': [6891.008, 1712.0509]}, 13: {'kitColor': [217.52394, 217.79153, 198.80281], 'location': [9206.664, 6069.021]}, 14: {'kitColor': [140.535, 224.465, 169.8], 'location': [6959.7915, 5119.383]}, 15: {'kitColor': [166.31927, 235.01204, 187.003], 'location': [7233.2437, 3751.3845]}, 16: {'kitColor': [172.93974, 226.70569, 188.09433], 'location': [5911.3174, 5875.3022]}, 17: {'kitColor': [163.00755, 235.81888, 183.53586], 'location': [9358.82, 3269.9817]}, 18: {'kitColor': [216.72017, 227.28899, 202.7798], 'location': [10259.447, 4313.783]}}"
671,671,[],"{0: {'kitColor': [216.47107, 222.31053, 207.37895], 'location': [7130.5996, 4455.9995]}, 1: {'kitColor': [146.90657, 226.23233, 169.81313], 'location': [8138.43, 4817.2173]}, 2: {'kitColor': [212.58081, 212.82323, 198.79546], 'location': [7347.1187, 6032.192]}, 3: {'kitColor': [228.16043, 224.22728, 213.79144], 'location': [6658.0444, 5079.5356]}, 4: {'kitColor': [145.85315, 226.66258, 166.43706], 'location': [7629.1055, 6565.991]}, 5: {'kitColor': [225.28055, 233.56563, 216.31223], 'location': [6399.6987, 1885.1301]}, 6: {'kitColor': [209.38298, 211.87538, 197.74469], 'location': [8253.405, 4941.0947]}, 7: {'kitColor': [153.79288, 225.28954, 174.098], 'location': [9191.073, 5777.5303]}, 8: {'kitColor': [224.74123, 232.17325, 218.55263], 'location': [5931.911, 3712.0864]}, 9: {'kitColor': [210.0593, 219.25876, 199.38544], 'location': [7883.5293, 5513.017]}, 10: {'kitColor': [163.01439, 235.759, 184.51079], 'location': [9350.761, 3273.4126]}, 11: {'kitColor': [154.05597, 229.58955, 175.8694], 'location': [8196.889, 5685.407]}, 12: {'kitColor': [172.28851, 226.64648, 188.68655], 'location': [5914.9146, 5875.864]}, 13: {'kitColor': [138.97382, 224.15184, 169.36125], 'location': [6964.3555, 5112.5186]}, 14: {'kitColor': [165.73976, 235.62573, 186.48245], 'location': [7223.261, 3752.4854]}, 15: {'kitColor': [157.00293, 231.20528, 180.7654], 'location': [9366.817, 4967.3633]}, 16: {'kitColor': [217.98141, 216.52011, 197.97522], 'location': [9181.648, 6068.1177]}, 17: {'kitColor': [169.26317, 232.76317, 189.54738], 'location': [6875.4575, 1736.4927]}, 18: {'kitColor': [216.2798, 226.38072, 202.40825], 'location': [10240.76, 4315.9546]}}"
672,672,[[8174.602  5697.1313]],"{0: {'kitColor': [217.80319, 222.44946, 207.28456], 'location': [7124.7896, 4459.456]}, 1: {'kitColor': [207.47917, 208.86111, 195.31018], 'location': [7331.08, 6044.1426]}, 2: {'kitColor': [148.1318, 227.1195, 167.41476], 'location': [7618.4854, 6581.4517]}, 3: {'kitColor': [226.3172, 223.07527, 210.28494], 'location': [6658.728, 5095.4756]}, 4: {'kitColor': [142.85257, 223.94594, 164.8452], 'location': [8133.1465, 4816.025]}, 5: {'kitColor': [210.98119, 210.80878, 198.09717], 'location': [8244.363, 4950.957]}, 6: {'kitColor': [170.16466, 226.25255, 186.9408], 'location': [5909.1304, 5887.619]}, 7: {'kitColor': [156.82416, 232.0, 178.45827], 'location': [8198.894, 5693.7827]}, 8: {'kitColor': [228.43062, 234.37798, 218.31578], 'location': [6378.1094, 1895.3755]}, 9: {'kitColor': [164.12811, 235.72954, 185.29893], 'location': [9332.653, 3290.8127]}, 10: {'kitColor': [150.79178, 223.63197, 170.74092], 'location': [9190.981, 5760.117]}, 11: {'kitColor': [138.84308, 220.19681, 166.70212], 'location': [6968.318, 5128.327]}, 12: {'kitColor': [222.61201, 229.53401, 215.44801], 'location': [5929.736, 3708.1807]}, 13: {'kitColor': [214.61327, 220.70442, 202.45029], 'location': [7891.44, 5535.3857]}, 14: {'kitColor': [155.46742, 229.1813, 179.19547], 'location': [9365.117, 4962.1753]}, 15: {'kitColor': [162.37889, 236.87268, 187.58075], 'location': [7216.0293, 3740.934]}, 16: {'kitColor': [221.67346, 217.67346, 201.34694], 'location': [9177.197, 6059.6753]}, 17: {'kitColor': [219.16354, 225.13551, 202.70093], 'location': [10217.256, 4321.6636]}, 18: {'kitColor': [170.83333, 233.44624, 188.89784], 'location': [6851.2563, 1770.3376]}}"
673,673,[],"{0: {'kitColor': [209.2029, 209.55797, 196.82608], 'location': [7315.922, 6048.4326]}, 1: {'kitColor': [219.27007, 223.19252, 207.69252], 'location': [7117.0933, 4460.636]}, 2: {'kitColor': [223.71039, 220.30693, 206.59158], 'location': [6657.496, 5118.697]}, 3: {'kitColor': [149.73676, 228.84805, 168.95937], 'location': [7601.856, 6589.808]}, 4: {'kitColor': [207.4864, 208.64049, 195.10574], 'location': [8236.177, 4963.312]}, 5: {'kitColor': [153.08696, 230.45572, 176.57971], 'location': [8184.757, 5710.68]}, 6: {'kitColor': [138.84634, 220.15364, 164.75566], 'location': [6966.1167, 5140.7124]}, 7: {'kitColor': [213.16129, 219.29033, 200.19061], 'location': [7895.829, 5537.6177]}, 8: {'kitColor': [227.1376, 234.19724, 217.29356], 'location': [6358.418, 1898.4425]}, 9: {'kitColor': [213.50197, 221.92943, 198.02747], 'location': [10214.459, 4304.5537]}, 10: {'kitColor': [163.07535, 234.69862, 183.99315], 'location': [9329.352, 3272.2234]}, 11: {'kitColor': [156.96962, 229.61603, 182.8619], 'location': [9357.611, 4961.2085]}, 12: {'kitColor': [222.08461, 229.55577, 214.59808], 'location': [5927.3584, 3712.8525]}, 13: {'kitColor': [146.952, 227.53333, 167.136], 'location': [8120.1606, 4814.5527]}, 14: {'kitColor': [221.89548, 217.37979, 201.0], 'location': [9164.473, 6055.556]}, 15: {'kitColor': [148.41524, 222.16216, 169.55774], 'location': [9169.325, 5754.017]}, 16: {'kitColor': [168.09972, 226.02634, 185.87206], 'location': [5916.809, 5898.485]}, 17: {'kitColor': [162.33833, 236.22157, 187.38324], 'location': [7206.886, 3759.3083]}, 18: {'kitColor': [172.21547, 234.15471, 189.32045], 'location': [6835.6753, 1748.9965]}}"
674,674,[],"{0: {'kitColor': [207.22969, 207.70766, 194.07655], 'location': [7302.038, 6053.433]}, 1: {'kitColor': [215.28198, 220.62141, 204.82246], 'location': [7107.757, 4458.6465]}, 2: {'kitColor': [150.8169, 229.08275, 169.7852], 'location': [7592.026, 6594.2783]}, 3: {'kitColor': [221.22528, 218.64137, 204.87585], 'location': [6652.0386, 5118.662]}, 4: {'kitColor': [151.69267, 228.70949, 174.27371], 'location': [8160.064, 5723.125]}, 5: {'kitColor': [144.50127, 225.05316, 170.04305], 'location': [6957.691, 5160.868]}, 6: {'kitColor': [163.2691, 234.88371, 184.2259], 'location': [9312.517, 3287.535]}, 7: {'kitColor': [161.94861, 225.11496, 181.75702], 'location': [5915.1777, 5908.7173]}, 8: {'kitColor': [226.80089, 231.02213, 214.14601], 'location': [6338.902, 1894.2053]}, 9: {'kitColor': [148.6042, 219.0863, 165.77684], 'location': [9158.281, 5748.649]}, 10: {'kitColor': [208.26807, 207.71385, 194.74397], 'location': [8233.816, 4961.746]}, 11: {'kitColor': [219.52596, 216.69551, 200.38063], 'location': [9162.758, 6042.7544]}, 12: {'kitColor': [210.6074, 220.68889, 196.57037], 'location': [10200.765, 4298.018]}, 13: {'kitColor': [222.79793, 229.18335, 215.57085], 'location': [5920.961, 3727.9392]}, 14: {'kitColor': [154.65979, 227.26546, 180.08505], 'location': [9347.02, 4970.0312]}, 15: {'kitColor': [146.95166, 226.32825, 167.70229], 'location': [8112.143, 4811.6055]}, 16: {'kitColor': [214.25325, 217.88312, 200.2922], 'location': [7908.2295, 5540.678]}, 17: {'kitColor': [163.7855, 235.19711, 187.37971], 'location': [7200.316, 3757.8406]}, 18: {'kitColor': [173.01143, 235.35428, 191.70285], 'location': [6806.354, 1741.9757]}}"
675,675,[],"{0: {'kitColor': [201.3555, 203.04128, 187.44495], 'location': [7287.016, 6051.39]}, 1: {'kitColor': [151.94872, 231.83699, 173.4359], 'location': [7569.8574, 6608.5474]}, 2: {'kitColor': [220.33182, 220.38863, 207.24318], 'location': [6659.409, 5126.2837]}, 3: {'kitColor': [215.0518, 221.86009, 205.3316], 'location': [7103.8096, 4455.9434]}, 4: {'kitColor': [150.57368, 229.01053, 169.95264], 'location': [8104.294, 4801.798]}, 5: {'kitColor': [206.74107, 206.25298, 193.27977], 'location': [8222.659, 4965.5195]}, 6: {'kitColor': [152.59271, 231.53952, 175.04712], 'location': [8141.672, 5736.967]}, 7: {'kitColor': [216.87259, 225.84169, 202.54826], 'location': [10193.558, 4273.206]}, 8: {'kitColor': [211.55255, 213.36937, 194.991], 'location': [9133.4795, 6063.0044]}, 9: {'kitColor': [222.0787, 229.24866, 213.644], 'location': [5948.0083, 3741.3904]}, 10: {'kitColor': [164.68648, 236.8317, 186.05942], 'location': [9308.42, 3271.0198]}, 11: {'kitColor': [145.13745, 216.3765, 165.24503], 'location': [9131.905, 5768.9556]}, 12: {'kitColor': [159.99902, 226.33658, 180.35414], 'location': [5933.0356, 5923.479]}, 13: {'kitColor': [228.48792, 232.19806, 215.4686], 'location': [6345.8076, 1871.8032]}, 14: {'kitColor': [143.77982, 224.68578, 169.77522], 'location': [6960.649, 5180.7446]}, 15: {'kitColor': [155.8946, 228.94087, 179.45502], 'location': [9339.927, 4967.5107]}, 16: {'kitColor': [176.19887, 236.90341, 193.39774], 'location': [6810.1133, 1744.1327]}, 17: {'kitColor': [167.13274, 238.1062, 190.26549], 'location': [7204.0605, 3757.7903]}, 18: {'kitColor': [219.31543, 221.5537, 205.47987], 'location': [7911.248, 5547.9087]}}"
676,676,[[8042.8105 5727.056 ]],"{0: {'kitColor': [152.27708, 232.58083, 173.29663], 'location': [7559.312, 6617.9854]}, 1: {'kitColor': [198.86464, 202.0131, 185.48253], 'location': [7261.705, 6077.236]}, 2: {'kitColor': [221.43428, 220.223, 207.40376], 'location': [6659.572, 5151.862]}, 3: {'kitColor': [209.01202, 208.63664, 195.83784], 'location': [8217.719, 4963.736]}, 4: {'kitColor': [215.83824, 218.35588, 199.37354], 'location': [9120.509, 6053.4536]}, 5: {'kitColor': [206.55977, 213.41983, 194.2449], 'location': [7918.623, 5570.12]}, 6: {'kitColor': [147.98993, 231.51007, 171.39598], 'location': [8150.5864, 5717.5884]}, 7: {'kitColor': [220.88477, 229.28395, 206.64197], 'location': [10173.581, 4262.043]}, 8: {'kitColor': [160.9059, 228.20296, 181.64119], 'location': [5940.179, 5930.8867]}, 9: {'kitColor': [145.74344, 216.3879, 165.87476], 'location': [9126.409, 5751.0513]}, 10: {'kitColor': [149.49748, 226.0628, 169.43216], 'location': [8100.786, 4801.2485]}, 11: {'kitColor': [215.66576, 221.39622, 205.9973], 'location': [7098.7505, 4446.0522]}, 12: {'kitColor': [220.86374, 227.15385, 212.83078], 'location': [5942.822, 3765.953]}, 13: {'kitColor': [228.94975, 235.0804, 217.9196], 'location': [6336.759, 1887.436]}, 14: {'kitColor': [156.25815, 227.77945, 179.57645], 'location': [9333.038, 4961.1504]}, 15: {'kitColor': [164.67441, 237.47508, 186.42857], 'location': [9293.816, 3268.0168]}, 16: {'kitColor': [176.19272, 236.6875, 192.7396], 'location': [6799.5596, 1733.1416]}, 17: {'kitColor': [143.03563, 229.63359, 172.38931], 'location': [6963.083, 5184.904]}, 18: {'kitColor': [164.24702, 237.4524, 189.21132], 'location': [7199.692, 3747.091]}}"
677,677,[],"{0: {'kitColor': [150.12543, 231.59622, 171.80756], 'location': [7562.257, 6615.753]}, 1: {'kitColor': [144.50716, 217.95909, 166.17587], 'location': [9126.747, 5730.679]}, 2: {'kitColor': [222.25671, 221.68752, 208.6942], 'location': [6665.9854, 5143.5186]}, 3: {'kitColor': [172.78049, 233.7561, 189.70244], 'location': [6785.455, 1681.7701]}, 4: {'kitColor': [209.41565, 209.16565, 196.0301], 'location': [8215.557, 4957.569]}, 5: {'kitColor': [222.31378, 222.80939, 204.40176], 'location': [9118.216, 6053.1895]}, 6: {'kitColor': [195.2135, 198.8453, 181.68192], 'location': [7244.8057, 6094.588]}, 7: {'kitColor': [149.00246, 225.3596, 168.69704], 'location': [8097.675, 4795.36]}, 8: {'kitColor': [148.0195, 229.15602, 171.34042], 'location': [8159.3286, 5714.3677]}, 9: {'kitColor': [214.80707, 220.61142, 205.22011], 'location': [7096.71, 4457.6777]}, 10: {'kitColor': [155.74756, 228.66423, 179.67403], 'location': [9338.629, 4953.1484]}, 11: {'kitColor': [159.51498, 233.31335, 184.88556], 'location': [7195.4917, 3761.1956]}, 12: {'kitColor': [222.94519, 233.19633, 214.23743], 'location': [6326.7476, 1841.0176]}, 13: {'kitColor': [222.15611, 231.69197, 208.02109], 'location': [10150.263, 4280.601]}, 14: {'kitColor': [222.7335, 228.7115, 214.42543], 'location': [5937.1787, 3782.3225]}, 15: {'kitColor': [142.28429, 227.49626, 168.98753], 'location': [6975.856, 5198.1616]}, 16: {'kitColor': [160.83388, 236.02605, 183.3127], 'location': [9283.61, 3258.6553]}, 17: {'kitColor': [198.79156, 207.90074, 188.03226], 'location': [7923.977, 5638.4204]}, 18: {'kitColor': [164.27507, 229.01527, 182.36104], 'location': [5952.9346, 5938.2515]}}"
