,Frame,Ball Location,PlayerDicts
654,654,[[8218.0205 5475.6777]],"{0: {'kitColor': array([162.47368421, 159.90430622, 147.32296651]), 'location': array([7610.7324, 5991.7554], dtype=float32)}, 1: {'kitColor': array([195.57562077, 198.48306998, 184.08352144]), 'location': array([6602.527 , 4965.8105], dtype=float32)}, 2: {'kitColor': array([ 71.21875, 112.21875,  68.21875]), 'location': array([7863.5293, 6496.241 ], dtype=float32)}, 3: {'kitColor': array([0., 0., 0.]), 'location': array([9445.155, 5008.842], dtype=float32)}, 4: {'kitColor': array([202.05847953, 206.8128655 , 193.4502924 ]), 'location': array([7172.9575, 4474.73  ], dtype=float32)}, 5: {'kitColor': array([0., 0., 0.]), 'location': array([8232.733 , 4915.4897], dtype=float32)}, 6: {'kitColor': array([191.44089457, 190.73482428, 177.90095847]), 'location': array([8393.654 , 4962.3486], dtype=float32)}, 7: {'kitColor': array([175.90295359, 196.24472574, 174.7721519 ]), 'location': array([6008.267, 5843.38 ], dtype=float32)}, 8: {'kitColor': array([176.36885246, 177.5273224 , 161.22404372]), 'location': array([7699.709 , 5322.6494], dtype=float32)}, 9: {'kitColor': array([202.95850622, 208.67219917, 193.5186722 ]), 'location': array([6618.3813, 1970.9418], dtype=float32)}, 10: {'kitColor': array([123.92307692, 175.61538462, 161.46153846]), 'location': array([9376.791 , 5937.9604], dtype=float32)}, 11: {'kitColor': array([0., 0., 0.]), 'location': array([6873.7915, 5034.77  ], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([7319.197 , 3755.4417], dtype=float32)}, 13: {'kitColor': array([191.85669782, 191.41121495, 172.68224299]), 'location': array([9439.278, 6123.558], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([8258.946, 5585.623], dtype=float32)}, 15: {'kitColor': array([204.23004695, 210.71830986, 195.88732394]), 'location': array([5967.0723, 3699.896 ], dtype=float32)}, 16: {'kitColor': array([176.2       , 182.4962963 , 157.37407407]), 'location': array([10555.61 ,  4414.639], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([7133.2095, 1891.1622], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([9548.346 , 3343.8376], dtype=float32)}}"
655,655,[],"{0: {'kitColor': array([178.28954424, 185.5227882 , 167.44772118]), 'location': array([7711.076, 5326.005], dtype=float32)}, 1: {'kitColor': array([218.5, 255. , 234.5]), 'location': array([7849.803 , 6499.2764], dtype=float32)}, 2: {'kitColor': array([160.94951923, 160.02884615, 145.09855769]), 'location': array([7595.0215, 5995.66  ], dtype=float32)}, 3: {'kitColor': array([194.09955752, 199.1659292 , 183.86283186]), 'location': array([6604.179 , 4966.5586], dtype=float32)}, 4: {'kitColor': array([194.91666667, 193.66346154, 182.2724359 ]), 'location': array([8384.629 , 4959.6587], dtype=float32)}, 5: {'kitColor': array([ 99.57142857, 153.85714286, 141.57142857]), 'location': array([9373.336 , 5915.0054], dtype=float32)}, 6: {'kitColor': array([197.85365854, 202.96341463, 187.30487805]), 'location': array([6603.7793, 1943.0319], dtype=float32)}, 7: {'kitColor': array([ 91.5       , 144.83333333, 132.5       ]), 'location': array([8228.088, 4901.014], dtype=float32)}, 8: {'kitColor': array([207.36170213, 209.86322188, 196.65957447]), 'location': array([7164.108 , 4472.3354], dtype=float32)}, 9: {'kitColor': array([188.8338558 , 189.14106583, 170.04388715]), 'location': array([9427.494, 6119.568], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([7314.3423, 3737.6338], dtype=float32)}, 11: {'kitColor': array([126., 172., 158.]), 'location': array([9446.093 , 4994.7095], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([6880.3174, 5036.892 ], dtype=float32)}, 13: {'kitColor': array([174.61956522, 182.5942029 , 156.42391304]), 'location': array([10537.77  ,  4409.4277], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([8259.516, 5574.92 ], dtype=float32)}, 15: {'kitColor': array([208.55637255, 215.00245098, 200.90196078]), 'location': array([5963.4004, 3699.1943], dtype=float32)}, 16: {'kitColor': array([184.70930233, 188.59767442, 176.54418605]), 'location': array([5922.5986, 5763.8584], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([7109.201 , 1884.5884], dtype=float32)}, 18: {'kitColor': array([185.09358289, 200.29679144, 179.51069519]), 'location': array([5994.9185, 5832.0415], dtype=float32)}, 19: {'kitColor': array([0., 0., 0.]), 'location': array([9525.653, 3359.018], dtype=float32)}}"
656,656,[],"{0: {'kitColor': array([218., 255., 233.]), 'location': array([7834.6665, 6500.9214], dtype=float32)}, 1: {'kitColor': array([193.39873418, 192.90506329, 181.16139241]), 'location': array([8370.197, 4965.349], dtype=float32)}, 2: {'kitColor': array([168.32647815, 167.18251928, 152.64524422]), 'location': array([7578.0664, 5997.897 ], dtype=float32)}, 3: {'kitColor': array([193.24688797, 197.47510373, 182.95228216]), 'location': array([6603.405, 4965.741], dtype=float32)}, 4: {'kitColor': array([124.33333333, 175.33333333, 163.        ]), 'location': array([9366.248 , 5908.8687], dtype=float32)}, 5: {'kitColor': array([191.14106583, 191.74294671, 172.53291536]), 'location': array([9421.139 , 6113.7686], dtype=float32)}, 6: {'kitColor': array([190.08611111, 192.99166667, 175.32222222]), 'location': array([7722.3066, 5327.297 ], dtype=float32)}, 7: {'kitColor': array([0., 0., 0.]), 'location': array([8229.364, 4885.267], dtype=float32)}, 8: {'kitColor': array([175.81318681, 179.79487179, 154.34432234]), 'location': array([10540.981,  4385.152], dtype=float32)}, 9: {'kitColor': array([206.80118694, 208.96142433, 196.56676558]), 'location': array([7153.342, 4467.776], dtype=float32)}, 10: {'kitColor': array([209.68686869, 215.13383838, 201.2020202 ]), 'location': array([5955.975, 3697.543], dtype=float32)}, 11: {'kitColor': array([206.81944444, 210.61574074, 196.67592593]), 'location': array([6583.277 , 1938.4641], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([7303.441 , 3749.5354], dtype=float32)}, 13: {'kitColor': array([0., 0., 0.]), 'location': array([8259.824 , 5561.5903], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([9438.287 , 4987.5815], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6886.519 , 5037.7607], dtype=float32)}, 16: {'kitColor': array([225., 255., 247.]), 'location': array([7083.7275, 1877.8956], dtype=float32)}, 17: {'kitColor': array([187.34010152, 192.05583756, 179.64467005]), 'location': array([5911.2505, 5737.553 ], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([9513.481 , 3350.3662], dtype=float32)}}"
657,657,[],"{0: {'kitColor': array([197.66453674, 196.36421725, 184.63897764]), 'location': array([8358.469 , 4963.8022], dtype=float32)}, 1: {'kitColor': array([187.14465409, 188.94025157, 169.36163522]), 'location': array([9405.934, 6101.218], dtype=float32)}, 2: {'kitColor': array([0., 0., 0.]), 'location': array([7810.359, 6509.265], dtype=float32)}, 3: {'kitColor': array([174.50318471, 173.22611465, 159.50636943]), 'location': array([7555.1084, 5992.0645], dtype=float32)}, 4: {'kitColor': array([121.25, 171.25, 161.25]), 'location': array([9344.686, 5893.9  ], dtype=float32)}, 5: {'kitColor': array([183.89267016, 188.83769634, 170.64397906]), 'location': array([7725.8936, 5329.764 ], dtype=float32)}, 6: {'kitColor': array([173.99277978, 182.49458484, 155.73646209]), 'location': array([10512.141,  4398.187], dtype=float32)}, 7: {'kitColor': array([192.69354839, 196.46975806, 181.87298387]), 'location': array([6603.4  , 4955.548], dtype=float32)}, 8: {'kitColor': array([ 82.75, 137.75, 122.75]), 'location': array([8223.297, 4885.291], dtype=float32)}, 9: {'kitColor': array([205.89910979, 208.46587537, 195.66468843]), 'location': array([7147.297, 4467.215], dtype=float32)}, 10: {'kitColor': array([207.40394089, 211.908867  , 198.73152709]), 'location': array([5948.222 , 3680.6946], dtype=float32)}, 11: {'kitColor': array([0., 0., 0.]), 'location': array([7299.023 , 3732.8186], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([8252.569 , 5561.1104], dtype=float32)}, 13: {'kitColor': array([0., 0., 0.]), 'location': array([6889.842, 5039.735], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([7071.5947, 1849.1029], dtype=float32)}, 15: {'kitColor': array([215.62311558, 220.13567839, 206.30150754]), 'location': array([6575.8467, 1935.9075], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([9431.897 , 4973.9575], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([9477.108 , 3363.7434], dtype=float32)}, 18: {'kitColor': array([175.3952381 , 185.24761905, 165.88571429]), 'location': array([5948.4873, 5871.784 ], dtype=float32)}}"
658,658,[],"{0: {'kitColor': array([193.95440729, 193.60486322, 182.30091185]), 'location': array([8352.751 , 4975.4536], dtype=float32)}, 1: {'kitColor': array([192.47508306, 193.88039867, 174.7807309 ]), 'location': array([9395.343, 6095.078], dtype=float32)}, 2: {'kitColor': array([0., 0., 0.]), 'location': array([9349.495, 5860.049], dtype=float32)}, 3: {'kitColor': array([0., 0., 0.]), 'location': array([7801.4995, 6514.4453], dtype=float32)}, 4: {'kitColor': array([175.62781955, 184.62406015, 158.14661654]), 'location': array([10510.119 ,  4376.6226], dtype=float32)}, 5: {'kitColor': array([193.76367188, 196.65234375, 182.09765625]), 'location': array([6606.2275, 4971.6777], dtype=float32)}, 6: {'kitColor': array([176.73913043, 177.26086957, 163.64214047]), 'location': array([7543.169, 5998.699], dtype=float32)}, 7: {'kitColor': array([ 95.5, 153.5, 137.5]), 'location': array([8221.965 , 4885.5303], dtype=float32)}, 8: {'kitColor': array([0., 0., 0.]), 'location': array([7061.0796, 1823.3375], dtype=float32)}, 9: {'kitColor': array([207.75076923, 210.67076923, 198.21846154]), 'location': array([7150.3135, 4457.6143], dtype=float32)}, 10: {'kitColor': array([213.68686869, 219.85353535, 205.46969697]), 'location': array([6563.494 , 1911.5848], dtype=float32)}, 11: {'kitColor': array([208.66259169, 214.39853301, 201.88997555]), 'location': array([5939.8765, 3698.7944], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([7287.915, 3748.983], dtype=float32)}, 13: {'kitColor': array([0., 0., 0.]), 'location': array([8256.557 , 5551.6016], dtype=float32)}, 14: {'kitColor': array([209., 255., 241.]), 'location': array([6902.485, 5058.044], dtype=float32)}, 15: {'kitColor': array([179.04878049, 185.8097561 , 167.11219512]), 'location': array([7739.9644, 5335.349 ], dtype=float32)}, 16: {'kitColor': array([129.5, 177.5, 163.5]), 'location': array([9423.485 , 4983.9966], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([9454.158 , 3356.8132], dtype=float32)}, 18: {'kitColor': array([162.94795539, 175.36802974, 157.53903346]), 'location': array([5933.7144, 5873.3677], dtype=float32)}}"
659,659,[[8217.183 5563.946]],"{0: {'kitColor': array([ 73.625, 134.125, 116.625]), 'location': array([9336.439, 5866.39 ], dtype=float32)}, 1: {'kitColor': array([189.98417722, 190.08227848, 171.52531646]), 'location': array([9378.642, 6099.335], dtype=float32)}, 2: {'kitColor': array([194.88888889, 194.44744745, 183.63063063]), 'location': array([8353.032, 4978.397], dtype=float32)}, 3: {'kitColor': array([ 86.25, 143.25, 129.25]), 'location': array([8216.462, 4887.325], dtype=float32)}, 4: {'kitColor': array([180.00655738, 182.56393443, 168.22295082]), 'location': array([7530.618, 5998.24 ], dtype=float32)}, 5: {'kitColor': array([0., 0., 0.]), 'location': array([7784.562, 6526.294], dtype=float32)}, 6: {'kitColor': array([195.33007812, 197.59375   , 182.58203125]), 'location': array([6609.4375, 4979.6104], dtype=float32)}, 7: {'kitColor': array([201.7733711 , 204.8101983 , 191.93201133]), 'location': array([7142.9336, 4462.5137], dtype=float32)}, 8: {'kitColor': array([0., 0., 0.]), 'location': array([7046.8574, 1785.388 ], dtype=float32)}, 9: {'kitColor': array([208.27272727, 215.90909091, 200.86602871]), 'location': array([6546.822 , 1924.8922], dtype=float32)}, 10: {'kitColor': array([205.97080292, 213.33333333, 200.30656934]), 'location': array([5935.3853, 3709.7524], dtype=float32)}, 11: {'kitColor': array([0., 0., 0.]), 'location': array([7273.1455, 3753.4626], dtype=float32)}, 12: {'kitColor': array([175.24175824, 183.47252747, 156.59340659]), 'location': array([10495.604,  4370.043], dtype=float32)}, 13: {'kitColor': array([210., 255., 242.]), 'location': array([6899.4355, 5074.3394], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([8255.989 , 5553.6646], dtype=float32)}, 15: {'kitColor': array([134.75, 182.75, 168.75]), 'location': array([9418.756, 4982.592], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([9448.992 , 3358.4329], dtype=float32)}, 17: {'kitColor': array([186.69405099, 190.97450425, 173.8611898 ]), 'location': array([7767.1094, 5302.727 ], dtype=float32)}, 18: {'kitColor': array([136.97122302, 152.1942446 , 141.18705036]), 'location': array([5915.564, 5874.382], dtype=float32)}}"
660,660,[],"{0: {'kitColor': array([184.16721311, 186.40327869, 175.21639344]), 'location': array([7513.0483, 6008.385 ], dtype=float32)}, 1: {'kitColor': array([202.3258427 , 205.05617978, 193.44101124]), 'location': array([7135.1025, 4459.5513], dtype=float32)}, 2: {'kitColor': array([0., 0., 0.]), 'location': array([8213.443, 4885.557], dtype=float32)}, 3: {'kitColor': array([208.22361809, 215.10301508, 203.18090452]), 'location': array([5933.4087, 3708.7632], dtype=float32)}, 4: {'kitColor': array([197.36956522, 195.80124224, 185.36645963]), 'location': array([8349.926 , 4976.5547], dtype=float32)}, 5: {'kitColor': array([0., 0., 0.]), 'location': array([7762.0044, 6539.0605], dtype=float32)}, 6: {'kitColor': array([0., 0., 0.]), 'location': array([7037.3457, 1757.432 ], dtype=float32)}, 7: {'kitColor': array([211.20098039, 218.03431373, 203.02941176]), 'location': array([6536.3955, 1898.1498], dtype=float32)}, 8: {'kitColor': array([0., 0., 0.]), 'location': array([9315.103 , 5869.5405], dtype=float32)}, 9: {'kitColor': array([124.5, 167.5, 154.5]), 'location': array([6903.611 , 5085.3286], dtype=float32)}, 10: {'kitColor': array([134., 182., 168.]), 'location': array([9411.215 , 4979.6177], dtype=float32)}, 11: {'kitColor': array([195.79423868, 196.9382716 , 183.13786008]), 'location': array([6613.771, 4979.728], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([9436.303 , 3354.9749], dtype=float32)}, 13: {'kitColor': array([189.95679012, 191.27777778, 173.04320988]), 'location': array([9371.477 , 6095.5205], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([8253.802, 5562.4  ], dtype=float32)}, 15: {'kitColor': array([170.39383562, 179.09246575, 152.74315068]), 'location': array([10480.544 ,  4365.5327], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([7270.259 , 3719.1904], dtype=float32)}, 17: {'kitColor': array([170.06395349, 185.81395349, 178.05232558]), 'location': array([5906.1455, 5884.561 ], dtype=float32)}, 18: {'kitColor': array([177.20478723, 183.69148936, 166.87765957]), 'location': array([7779.4395, 5338.231 ], dtype=float32)}}"
661,661,[],"{0: {'kitColor': array([183.65277778, 185.93402778, 175.12152778]), 'location': array([7494.8135, 6023.2563], dtype=float32)}, 1: {'kitColor': array([0., 0., 0.]), 'location': array([8210.574 , 4874.1147], dtype=float32)}, 2: {'kitColor': array([208.23409669, 214.78880407, 202.82188295]), 'location': array([5934.7725, 3713.1426], dtype=float32)}, 3: {'kitColor': array([212.92056075, 218.46261682, 203.6728972 ]), 'location': array([6522.736, 1897.036], dtype=float32)}, 4: {'kitColor': array([210.44891641, 211.75851393, 201.74922601]), 'location': array([7135.108 , 4462.8433], dtype=float32)}, 5: {'kitColor': array([221., 255., 236.]), 'location': array([7752.495, 6539.125], dtype=float32)}, 6: {'kitColor': array([197.91104294, 196.        , 185.16564417]), 'location': array([8348.169, 4978.486], dtype=float32)}, 7: {'kitColor': array([117.85, 164.65, 152.65]), 'location': array([9412.003, 4967.262], dtype=float32)}, 8: {'kitColor': array([194.20240481, 195.73346693, 182.50901804]), 'location': array([6619.9653, 5007.2524], dtype=float32)}, 9: {'kitColor': array([110.58333333, 151.25      , 139.91666667]), 'location': array([6913.755, 5091.854], dtype=float32)}, 10: {'kitColor': array([192.28362573, 192.62280702, 174.14912281]), 'location': array([9349.894 , 6100.9976], dtype=float32)}, 11: {'kitColor': array([170.68571429, 178.98333333, 159.67380952]), 'location': array([7796.3843, 5367.9717], dtype=float32)}, 12: {'kitColor': array([179.88607595, 194.59493671, 186.61392405]), 'location': array([5904.5923, 5888.666 ], dtype=float32)}, 13: {'kitColor': array([0., 0., 0.]), 'location': array([9423.559 , 3352.8508], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([7015.79  , 1753.8293], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([8242.359, 5593.722], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([9306.103 , 5857.7803], dtype=float32)}, 17: {'kitColor': array([180.20895522, 186.51119403, 160.66044776]), 'location': array([10457.676,  4360.084], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([7262.9927, 3736.732 ], dtype=float32)}}"
662,662,[],"{0: {'kitColor': array([196.57588358, 197.9022869 , 183.06444906]), 'location': array([6632.4224, 5021.2856], dtype=float32)}, 1: {'kitColor': array([0., 0., 0.]), 'location': array([8204.394 , 4870.5273], dtype=float32)}, 2: {'kitColor': array([204.08163265, 209.2122449 , 194.35918367]), 'location': array([6509.607 , 1893.7673], dtype=float32)}, 3: {'kitColor': array([196.37160121, 196.43806647, 183.75226586]), 'location': array([8342.805 , 4961.9414], dtype=float32)}, 4: {'kitColor': array([186.19230769, 186.51153846, 176.22692308]), 'location': array([7488.211 , 6018.8267], dtype=float32)}, 5: {'kitColor': array([209.09785933, 210.68501529, 200.37920489]), 'location': array([7137.504, 4449.466], dtype=float32)}, 6: {'kitColor': array([122.0625, 169.8125, 158.0625]), 'location': array([9398.49  , 4974.8286], dtype=float32)}, 7: {'kitColor': array([207.09536082, 211.92783505, 201.18814433]), 'location': array([5934.6533, 3698.9302], dtype=float32)}, 8: {'kitColor': array([220., 255., 233.]), 'location': array([7738.654 , 6545.8984], dtype=float32)}, 9: {'kitColor': array([192.29916898, 191.90858726, 173.54570637]), 'location': array([9325.007 , 6089.2085], dtype=float32)}, 10: {'kitColor': array([161.58730159, 169.03628118, 150.12698413]), 'location': array([7809.48 , 5391.481], dtype=float32)}, 11: {'kitColor': array([0., 0., 0.]), 'location': array([9420.467 , 3351.0193], dtype=float32)}, 12: {'kitColor': array([184.20610687, 193.53435115, 185.98473282]), 'location': array([5892.824 , 5877.5405], dtype=float32)}, 13: {'kitColor': array([0., 0., 0.]), 'location': array([9295.32 , 5850.545], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([8238.799, 5611.13 ], dtype=float32)}, 15: {'kitColor': array([112.625, 154.125, 142.125]), 'location': array([6924.075, 5093.991], dtype=float32)}, 16: {'kitColor': array([177.87847222, 185.70486111, 159.45833333]), 'location': array([10426.421 ,  4349.0376], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([7004.3545, 1776.4122], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([7260.687 , 3735.8494], dtype=float32)}}"
663,663,[],"{0: {'kitColor': array([197.07121662, 195.4272997 , 184.13649852]), 'location': array([8326.286, 4970.274], dtype=float32)}, 1: {'kitColor': array([195.57322176, 195.28033473, 185.18619247]), 'location': array([6637.8647, 5033.639 ], dtype=float32)}, 2: {'kitColor': array([127.1875, 184.1875, 170.1875]), 'location': array([8201.856, 4856.662], dtype=float32)}, 3: {'kitColor': array([201.10218978, 204.60948905, 189.68248175]), 'location': array([6491.0986, 1888.8685], dtype=float32)}, 4: {'kitColor': array([110.125, 155.625, 146.625]), 'location': array([9399.28  , 4975.1562], dtype=float32)}, 5: {'kitColor': array([206.46334311, 208.31085044, 197.13196481]), 'location': array([7133.35  , 4461.7495], dtype=float32)}, 6: {'kitColor': array([185.89018692, 184.88551402, 166.96962617]), 'location': array([9305.811, 6083.879], dtype=float32)}, 7: {'kitColor': array([218., 255., 232.]), 'location': array([7723.1357, 6555.7983], dtype=float32)}, 8: {'kitColor': array([0., 0., 0.]), 'location': array([8234.182, 5620.432], dtype=float32)}, 9: {'kitColor': array([0., 0., 0.]), 'location': array([9423.979 , 3330.7002], dtype=float32)}, 10: {'kitColor': array([208.55927835, 212.17525773, 201.26546392]), 'location': array([5935.8735, 3714.1584], dtype=float32)}, 11: {'kitColor': array([198.69934641, 207.12418301, 194.0130719 ]), 'location': array([5889.4287, 5876.4336], dtype=float32)}, 12: {'kitColor': array([182.09923664, 183.77099237, 170.34351145]), 'location': array([7473.94 , 6023.211], dtype=float32)}, 13: {'kitColor': array([ 76.3       , 116.96666667, 109.3       ]), 'location': array([6932.4214, 5096.3467], dtype=float32)}, 14: {'kitColor': array([180.15705128, 186.03205128, 160.51923077]), 'location': array([10402.036 ,  4360.4263], dtype=float32)}, 15: {'kitColor': array([114.5625, 164.5625, 150.5625]), 'location': array([9271.884 , 5843.9985], dtype=float32)}, 16: {'kitColor': array([154.65236052, 160.90343348, 144.83476395]), 'location': array([7828.003 , 5396.8433], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([7251.4277, 3749.7654], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6987.5127, 1797.4294], dtype=float32)}}"
664,664,[],"{0: {'kitColor': array([194.58050847, 194.17161017, 183.94067797]), 'location': array([6641.0957, 5035.3657], dtype=float32)}, 1: {'kitColor': array([195.87719298, 201.4877193 , 185.75438596]), 'location': array([6470.0166, 1882.834 ], dtype=float32)}, 2: {'kitColor': array([140., 195., 180.]), 'location': array([8190.152 , 4855.0776], dtype=float32)}, 3: {'kitColor': array([0., 0., 0.]), 'location': array([8226.928 , 5631.4575], dtype=float32)}, 4: {'kitColor': array([111.21428571, 155.78571429, 145.92857143]), 'location': array([9397.382 , 4977.1387], dtype=float32)}, 5: {'kitColor': array([209.08333333, 210.20833333, 199.52083333]), 'location': array([7133.029 , 4448.8716], dtype=float32)}, 6: {'kitColor': array([161.79953917, 168.25576037, 151.81336406]), 'location': array([7832.7715, 5411.1177], dtype=float32)}, 7: {'kitColor': array([185.98868778, 185.69004525, 167.32579186]), 'location': array([9302.199 , 6076.6978], dtype=float32)}, 8: {'kitColor': array([ 90.83333333, 130.33333333, 122.5       ]), 'location': array([6932.3877, 5097.42  ], dtype=float32)}, 9: {'kitColor': array([200.89583333, 199.15178571, 187.29166667]), 'location': array([8312.844, 4968.382], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([9424.874, 3310.418], dtype=float32)}, 11: {'kitColor': array([0., 0., 0.]), 'location': array([7711.9775, 6555.902 ], dtype=float32)}, 12: {'kitColor': array([207.20316623, 211.09762533, 200.68601583]), 'location': array([5932.5796, 3712.7593], dtype=float32)}, 13: {'kitColor': array([173.69642857, 181.08035714, 155.52678571]), 'location': array([10393.112,  4360.125], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([9259.264 , 5843.9644], dtype=float32)}, 15: {'kitColor': array([181.78947368, 185.15438596, 171.02807018]), 'location': array([7453.1924, 6028.093 ], dtype=float32)}, 16: {'kitColor': array([203.44755245, 212.53146853, 200.41958042]), 'location': array([5885.2837, 5868.5854], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([7243.6196, 3747.9272], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6963.171 , 1790.7108], dtype=float32)}}"
665,665,[],"{0: {'kitColor': array([0., 0., 0.]), 'location': array([8214.035, 5640.939], dtype=float32)}, 1: {'kitColor': array([121., 165., 157.]), 'location': array([9390.718, 4979.541], dtype=float32)}, 2: {'kitColor': array([138.375, 193.875, 180.875]), 'location': array([8169.0063, 4852.3574], dtype=float32)}, 3: {'kitColor': array([207.16568047, 209.30769231, 198.11538462]), 'location': array([7133.6816, 4451.6123], dtype=float32)}, 4: {'kitColor': array([183.94155844, 184.56277056, 165.18831169]), 'location': array([9283.01  , 6074.6216], dtype=float32)}, 5: {'kitColor': array([198.19402985, 203.32089552, 187.17537313]), 'location': array([6456.4937, 1905.3429], dtype=float32)}, 6: {'kitColor': array([0., 0., 0.]), 'location': array([7698.3003, 6552.7974], dtype=float32)}, 7: {'kitColor': array([0., 0., 0.]), 'location': array([9241.705, 5842.547], dtype=float32)}, 8: {'kitColor': array([194.29004329, 194.32900433, 184.05194805]), 'location': array([6640.6543, 5047.6577], dtype=float32)}, 9: {'kitColor': array([165.96601942, 171.88592233, 154.96601942]), 'location': array([7839.159 , 5426.2925], dtype=float32)}, 10: {'kitColor': array([ 91.39285714, 130.25      , 123.67857143]), 'location': array([6929.248, 5109.286], dtype=float32)}, 11: {'kitColor': array([186.26804124, 188.78006873, 175.20962199]), 'location': array([7431.046 , 6039.8086], dtype=float32)}, 12: {'kitColor': array([205.375     , 210.34114583, 199.19791667]), 'location': array([5932.144 , 3714.5215], dtype=float32)}, 13: {'kitColor': array([0., 0., 0.]), 'location': array([7235.0776, 3748.4602], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([9413.51  , 3311.4626], dtype=float32)}, 15: {'kitColor': array([173.87650602, 181.1686747 , 155.30421687]), 'location': array([10381.421 ,  4343.9014], dtype=float32)}, 16: {'kitColor': array([201.41566265, 199.62349398, 188.51204819]), 'location': array([8307.617, 4944.266], dtype=float32)}, 17: {'kitColor': array([207.80745342, 214.86956522, 203.8447205 ]), 'location': array([5886.672 , 5868.5776], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6945.34  , 1762.6957], dtype=float32)}}"
